image_path,card_name,card_number,card_set
dataset/Diamond & Pearl/Diamond & Pearl_Silcoon_63.jpg,Silcoon,63,Diamond & Pearl
dataset/Lost Thunder/Lost Thunder_Delibird_57.jpg,Delibird,57,Lost Thunder
dataset/Rising Rivals/Rising Rivals_Aerodactyl GL_55.jpg,Aerodactyl GL,55,Rising Rivals
dataset/BW Black Star Promos/BW Black Star Promos_Altaria_BW48.jpg,Altaria,BW48,BW Black Star Promos
dataset/Unbroken Bonds/Unbroken Bonds_Froakie_51.jpg,Froakie,51,Unbroken Bonds
dataset/Unseen Forces/Unseen Forces_Larvitar_61.jpg,Larvitar,61,Unseen Forces
dataset/Legendary Treasures/Legendary Treasures_Toxicroak_63.jpg,Toxicroak,63,Legendary Treasures
dataset/Expedition Base Set/Expedition Base Set_Meganium_54.jpg,Meganium,54,Expedition Base Set
dataset/Noble Victories/Noble Victories_Beheeyem_56.jpg,Beheeyem,56,Noble Victories
dataset/FireRed & LeafGreen/FireRed & LeafGreen_Charmander_57.jpg,Charmander,57,FireRed & LeafGreen
dataset/Generations/Generations_Hitmonchan_48.jpg,Hitmonchan,48,Generations
dataset/Team Up/Team Up_Muk_63.jpg,Muk,63,Team Up
dataset/Steam Siege/Steam Siege_Bisharp_64.jpg,Bisharp,64,Steam Siege
dataset/Gym Challenge/Gym Challenge_Blaine's Growlithe_62.jpg,Blaine's Growlithe,62,Gym Challenge
dataset/Neo Revelation/Neo Revelation_Staryu_56.jpg,Staryu,56,Neo Revelation
dataset/Phantom Forces/Phantom Forces_Purrloin_56.jpg,Purrloin,56,Phantom Forces
dataset/Neo Genesis/Neo Genesis_Chikorita_54.jpg,Chikorita,54,Neo Genesis
dataset/Majestic Dawn/Majestic Dawn_Chimchar_56.jpg,Chimchar,56,Majestic Dawn
dataset/Neo Revelation/Neo Revelation_Snubbull_55.jpg,Snubbull,55,Neo Revelation
dataset/Majestic Dawn/Majestic Dawn_Burmy Sandy Cloak_54.jpg,Burmy Sandy Cloak,54,Majestic Dawn
dataset/Power Keepers/Power Keepers_Machop_53.jpg,Machop,53,Power Keepers
dataset/Secret Wonders/Secret Wonders_Shelgon_64.jpg,Shelgon,64,Secret Wonders
dataset/Neo Discovery/Neo Discovery_Caterpie_53.jpg,Caterpie,53,Neo Discovery
dataset/Expedition Base Set/Expedition Base Set_Meganium_53.jpg,Meganium,53,Expedition Base Set
dataset/Shining Legends/Shining Legends_Scrafty_51.jpg,Scrafty,51,Shining Legends
dataset/SWSH Black Star Promos/SWSH Black Star Promos_Coalossal_SWSH054.jpg,Coalossal,SWSH054,SWSH Black Star Promos
dataset/Vivid Voltage/Vivid Voltage_Tynamo_57.jpg,Tynamo,57,Vivid Voltage
dataset/Aquapolis/Aquapolis_Steelix_35.jpg,Steelix,35,Aquapolis
dataset/XY Black Star Promos/XY Black Star Promos_Kyogre_XY51.jpg,Kyogre,XY51,XY Black Star Promos
dataset/Hidden Fates Shiny Vault/Hidden Fates Shiny Vault_Turtonator-GX_SV52.jpg,Turtonator-GX,SV52,Hidden Fates Shiny Vault
dataset/Gym Challenge/Gym Challenge_Blaine's Mankey_63.jpg,Blaine's Mankey,63,Gym Challenge
dataset/BREAKthrough/BREAKthrough_Stunfisk_56.jpg,Stunfisk,56,BREAKthrough
dataset/Legends Awakened/Legends Awakened_Houndoom_57.jpg,Houndoom,57,Legends Awakened
dataset/Rebel Clash/Rebel Clash_Voltorb_56.jpg,Voltorb,56,Rebel Clash
dataset/Sword & Shield/Sword & Shield_Drednaw_61.jpg,Drednaw,61,Sword & Shield
dataset/Generations/Generations_Hitmonlee_47.jpg,Hitmonlee,47,Generations
dataset/Crimson Invasion/Crimson Invasion_Cubone_52.jpg,Cubone,52,Crimson Invasion
dataset/HS—Undaunted/HS—Undaunted_Murkrow_59.jpg,Murkrow,59,HS—Undaunted
dataset/Evolutions/Evolutions_Dugtrio_56.jpg,Dugtrio,56,Evolutions
dataset/SM Black Star Promos/SM Black Star Promos_Golisopod_SM52.jpg,Golisopod,SM52,SM Black Star Promos
dataset/Delta Species/Delta Species_Cubone_60.jpg,Cubone,60,Delta Species
dataset/Arceus/Arceus_Electrike_62.jpg,Electrike,62,Arceus
dataset/Emerald/Emerald_Pikachu_60.jpg,Pikachu,60,Emerald
dataset/Neo Genesis/Neo Genesis_Xatu_52.jpg,Xatu,52,Neo Genesis
dataset/Furious Fists/Furious Fists_Breloom_50.jpg,Breloom,50,Furious Fists
dataset/Base/Base_Sandshrew_62.jpg,Sandshrew,62,Base
dataset/Sandstorm/Sandstorm_Xatu_55.jpg,Xatu,55,Sandstorm
dataset/Call of Legends/Call of Legends_Magikarp_61.jpg,Magikarp,61,Call of Legends
dataset/Majestic Dawn/Majestic Dawn_Chingling_58.jpg,Chingling,58,Majestic Dawn
dataset/Mysterious Treasures/Mysterious Treasures_Masquerain_55.jpg,Masquerain,55,Mysterious Treasures
dataset/Majestic Dawn/Majestic Dawn_Chimchar_57.jpg,Chimchar,57,Majestic Dawn
dataset/Team Up/Team Up_Tentacruel_61.jpg,Tentacruel,61,Team Up
dataset/HS—Unleashed/HS—Unleashed_Roselia_61.jpg,Roselia,61,HS—Unleashed
dataset/Sun & Moon/Sun & Moon_Alolan Muk_58.jpg,Alolan Muk,58,Sun & Moon
dataset/Secret Wonders/Secret Wonders_Skiploom_65.jpg,Skiploom,65,Secret Wonders
dataset/Dragon Frontiers/Dragon Frontiers_Horsea δ_50.jpg,Horsea δ,50,Dragon Frontiers
dataset/Unified Minds/Unified Minds_Pikachu_55.jpg,Pikachu,55,Unified Minds
dataset/Hidden Legends/Hidden Legends_Baltoy_53.jpg,Baltoy,53,Hidden Legends
dataset/Guardians Rising/Guardians Rising_Mimikyu_58.jpg,Mimikyu,58,Guardians Rising
dataset/Legends Awakened/Legends Awakened_Lanturn_58.jpg,Lanturn,58,Legends Awakened
dataset/Boundaries Crossed/Boundaries Crossed_Dusclops_62.jpg,Dusclops,62,Boundaries Crossed
dataset/SM Black Star Promos/SM Black Star Promos_Dhelmise_SM53.jpg,Dhelmise,SM53,SM Black Star Promos
dataset/Gym Heroes/Gym Heroes_Blaine's Charmander_61.jpg,Blaine's Charmander,61,Gym Heroes
dataset/Legendary Treasures/Legendary Treasures_Woobat_64.jpg,Woobat,64,Legendary Treasures
dataset/Guardians Rising/Guardians Rising_Toxapex-GX_57.jpg,Toxapex-GX,57,Guardians Rising
dataset/Stormfront/Stormfront_Bagon_53.jpg,Bagon,53,Stormfront
dataset/Fates Collide/Fates Collide_Mandibuzz_58.jpg,Mandibuzz,58,Fates Collide
dataset/Plasma Blast/Plasma Blast_Shelgon_63.jpg,Shelgon,63,Plasma Blast
dataset/Ancient Origins/Ancient Origins_Persian_62.jpg,Persian,62,Ancient Origins
dataset/Great Encounters/Great Encounters_Seviper_52.jpg,Seviper,52,Great Encounters
dataset/Sun & Moon/Sun & Moon_Alolan Grimer_57.jpg,Alolan Grimer,57,Sun & Moon
dataset/Burning Shadows/Burning Shadows_Whirlipede_57.jpg,Whirlipede,57,Burning Shadows
dataset/Plasma Storm/Plasma Storm_Kirlia_60.jpg,Kirlia,60,Plasma Storm
dataset/Supreme Victors/Supreme Victors_Dragonite FB_56.jpg,Dragonite FB,56,Supreme Victors
dataset/Crystal Guardians/Crystal Guardians_Mudkip_58.jpg,Mudkip,58,Crystal Guardians
dataset/HS—Unleashed/HS—Unleashed_Riolu_60.jpg,Riolu,60,HS—Unleashed
dataset/Noble Victories/Noble Victories_Litwick_57.jpg,Litwick,57,Noble Victories
dataset/Evolutions/Evolutions_Machop_57.jpg,Machop,57,Evolutions
dataset/HeartGold & SoulSilver/HeartGold & SoulSilver_Jigglypuff_68.jpg,Jigglypuff,68,HeartGold & SoulSilver
dataset/HS—Triumphant/HS—Triumphant_Cubone_60.jpg,Cubone,60,HS—Triumphant
dataset/Lost Thunder/Lost Thunder_Mantine_58.jpg,Mantine,58,Lost Thunder
dataset/FireRed & LeafGreen/FireRed & LeafGreen_Charmander_58.jpg,Charmander,58,FireRed & LeafGreen
dataset/Ultra Prism/Ultra Prism_Cosmoem_61.jpg,Cosmoem,61,Ultra Prism
dataset/Arceus/Arceus_Electrike_63.jpg,Electrike,63,Arceus
dataset/Furious Fists/Furious Fists_Makuhita_51.jpg,Makuhita,51,Furious Fists
dataset/Legendary Treasures/Legendary Treasures_Swoobat_65.jpg,Swoobat,65,Legendary Treasures
dataset/Celestial Storm/Celestial Storm_Solrock_62.jpg,Solrock,62,Celestial Storm
dataset/Team Magma vs Team Aqua/Team Magma vs Team Aqua_Team Magma's Houndour_63.jpg,Team Magma's Houndour,63,Team Magma vs Team Aqua
dataset/Unified Minds/Unified Minds_Pikachu_56.jpg,Pikachu,56,Unified Minds
dataset/Sandstorm/Sandstorm_Aron_56.jpg,Aron,56,Sandstorm
dataset/Cosmic Eclipse/Cosmic Eclipse_Dewpider_64.jpg,Dewpider,64,Cosmic Eclipse
dataset/Neo Destiny/Neo Destiny_Dark Octillery_62.jpg,Dark Octillery,62,Neo Destiny
dataset/BREAKthrough/BREAKthrough_Dedenne_57.jpg,Dedenne,57,BREAKthrough
dataset/Rising Rivals/Rising Rivals_Aron_57.jpg,Aron,57,Rising Rivals
dataset/Rebel Clash/Rebel Clash_Electrode_57.jpg,Electrode,57,Rebel Clash
dataset/Shining Legends/Shining Legends_Zorua_52.jpg,Zorua,52,Shining Legends
dataset/Plasma Freeze/Plasma Freeze_Onix_61.jpg,Onix,61,Plasma Freeze
dataset/Neo Destiny/Neo Destiny_Cyndaquil_61.jpg,Cyndaquil,61,Neo Destiny
dataset/Dragons Exalted/Dragons Exalted_Golurk_59.jpg,Golurk,59,Dragons Exalted
dataset/Roaring Skies/Roaring Skies_Latios-EX_58.jpg,Latios-EX,58,Roaring Skies
dataset/Mysterious Treasures/Mysterious Treasures_Nidorina_56.jpg,Nidorina,56,Mysterious Treasures
dataset/Ruby & Sapphire/Ruby & Sapphire_Carvanha_51.jpg,Carvanha,51,Ruby & Sapphire
dataset/Legends Awakened/Legends Awakened_Lanturn_59.jpg,Lanturn,59,Legends Awakened
dataset/Phantom Forces/Phantom Forces_Liepard_57.jpg,Liepard,57,Phantom Forces
dataset/Hidden Legends/Hidden Legends_Beldum_54.jpg,Beldum,54,Hidden Legends
dataset/Darkness Ablaze/Darkness Ablaze_Flaaffy_56.jpg,Flaaffy,56,Darkness Ablaze
dataset/BREAKpoint/BREAKpoint_Skorupi_53.jpg,Skorupi,53,BREAKpoint
dataset/Plasma Blast/Plasma Blast_Dialga-EX_65.jpg,Dialga-EX,65,Plasma Blast
dataset/Dark Explorers/Dark Explorers_Groudon-EX_54.jpg,Groudon-EX,54,Dark Explorers
dataset/Forbidden Light/Forbidden Light_Naganadel-GX_56.jpg,Naganadel-GX,56,Forbidden Light
dataset/Great Encounters/Great Encounters_Slowbro_54.jpg,Slowbro,54,Great Encounters
dataset/Jungle/Jungle_Exeggcute_52.jpg,Exeggcute,52,Jungle
dataset/Team Rocket/Team Rocket_Ekans_56.jpg,Ekans,56,Team Rocket
dataset/Deoxys/Deoxys_Electrike_60.jpg,Electrike,60,Deoxys
dataset/Skyridge/Skyridge_Poliwrath_26.jpg,Poliwrath,26,Skyridge
dataset/Unbroken Bonds/Unbroken Bonds_Pyukumuku_53.jpg,Pyukumuku,53,Unbroken Bonds
dataset/Flashfire/Flashfire_M Charizard-EX_69.jpg,M Charizard-EX,69,Flashfire
dataset/Emerging Powers/Emerging Powers_Gigalith_53.jpg,Gigalith,53,Emerging Powers
dataset/Dragon/Dragon_Magnemite_63.jpg,Magnemite,63,Dragon
dataset/Primal Clash/Primal Clash_Eelektross_65.jpg,Eelektross,65,Primal Clash
dataset/BREAKthrough/BREAKthrough_Gastly_58.jpg,Gastly,58,BREAKthrough
dataset/Call of Legends/Call of Legends_Mareep_63.jpg,Mareep,63,Call of Legends
dataset/Team Magma vs Team Aqua/Team Magma vs Team Aqua_Team Magma's Numel_64.jpg,Team Magma's Numel,64,Team Magma vs Team Aqua
dataset/Darkness Ablaze/Darkness Ablaze_Ampharos_57.jpg,Ampharos,57,Darkness Ablaze
dataset/Team Rocket/Team Rocket_Koffing_58.jpg,Koffing,58,Team Rocket
dataset/Forbidden Light/Forbidden Light_Infernape_59.jpg,Infernape,59,Forbidden Light
dataset/Burning Shadows/Burning Shadows_Espurr_59.jpg,Espurr,59,Burning Shadows
dataset/Boundaries Crossed/Boundaries Crossed_Croagunk_64.jpg,Croagunk,64,Boundaries Crossed
dataset/Crimson Invasion/Crimson Invasion_Regirock_53.jpg,Regirock,53,Crimson Invasion
dataset/HS—Triumphant/HS—Triumphant_Diglett_61.jpg,Diglett,61,HS—Triumphant
dataset/Legendary Treasures/Legendary Treasures_Sigilyph_66.jpg,Sigilyph,66,Legendary Treasures
dataset/Team Up/Team Up_Alolan Marowak_64.jpg,Alolan Marowak,64,Team Up
dataset/Forbidden Light/Forbidden Light_Cubone_57.jpg,Cubone,57,Forbidden Light
dataset/Base/Base_Starmie_64.jpg,Starmie,64,Base
dataset/Phantom Forces/Phantom Forces_Skarmory_59.jpg,Skarmory,59,Phantom Forces
dataset/Team Rocket Returns/Team Rocket Returns_Larvitar_62.jpg,Larvitar,62,Team Rocket Returns
dataset/Base Set 2/Base Set 2_Tauros_62.jpg,Tauros,62,Base Set 2
dataset/Furious Fists/Furious Fists_Hariyama_52.jpg,Hariyama,52,Furious Fists
dataset/Supreme Victors/Supreme Victors_Drifblim_57.jpg,Drifblim,57,Supreme Victors
dataset/Jungle/Jungle_Goldeen_53.jpg,Goldeen,53,Jungle
dataset/Team Rocket Returns/Team Rocket Returns_Houndour_60.jpg,Houndour,60,Team Rocket Returns
dataset/Unseen Forces/Unseen Forces_Natu_63.jpg,Natu,63,Unseen Forces
dataset/Team Rocket/Team Rocket_Grimer_57.jpg,Grimer,57,Team Rocket
dataset/Emerald/Emerald_Rhyhorn_62.jpg,Rhyhorn,62,Emerald
dataset/Roaring Skies/Roaring Skies_M Latios-EX_59.jpg,M Latios-EX,59,Roaring Skies
dataset/Holon Phantoms/Holon Phantoms_Corphish_63.jpg,Corphish,63,Holon Phantoms
dataset/Majestic Dawn/Majestic Dawn_Combee_59.jpg,Combee,59,Majestic Dawn
dataset/Plasma Freeze/Plasma Freeze_Makuhita_62.jpg,Makuhita,62,Plasma Freeze
dataset/FireRed & LeafGreen/FireRed & LeafGreen_Clefairy_59.jpg,Clefairy,59,FireRed & LeafGreen
dataset/XY Black Star Promos/XY Black Star Promos_Groudon_XY52.jpg,Groudon,XY52,XY Black Star Promos
dataset/Vivid Voltage/Vivid Voltage_Eelektrik_58.jpg,Eelektrik,58,Vivid Voltage
dataset/Sword & Shield/Sword & Shield_Frosmoth_64.jpg,Frosmoth,64,Sword & Shield
dataset/Generations/Generations_Rhyhorn_49.jpg,Rhyhorn,49,Generations
dataset/Unified Minds/Unified Minds_Alolan Raichu_57.jpg,Alolan Raichu,57,Unified Minds
dataset/Roaring Skies/Roaring Skies_Rayquaza-EX_60.jpg,Rayquaza-EX,60,Roaring Skies
dataset/Base Set 2/Base Set 2_Wartortle_63.jpg,Wartortle,63,Base Set 2
dataset/HS—Unleashed/HS—Unleashed_Squirtle_63.jpg,Squirtle,63,HS—Unleashed
dataset/Secret Wonders/Secret Wonders_Smoochum_67.jpg,Smoochum,67,Secret Wonders
dataset/Legends Awakened/Legends Awakened_Ledian_60.jpg,Ledian,60,Legends Awakened
dataset/Generations/Generations_Clefairy_50.jpg,Clefairy,50,Generations
dataset/Roaring Skies/Roaring Skies_M Rayquaza-EX_61.jpg,M Rayquaza-EX,61,Roaring Skies
dataset/Cosmic Eclipse/Cosmic Eclipse_Araquanid_65.jpg,Araquanid,65,Cosmic Eclipse
dataset/Shining Legends/Shining Legends_Zoroark-GX_53.jpg,Zoroark-GX,53,Shining Legends
dataset/Hidden Fates Shiny Vault/Hidden Fates Shiny Vault_Glaceon-GX_SV55.jpg,Glaceon-GX,SV55,Hidden Fates Shiny Vault
dataset/Power Keepers/Power Keepers_Magnemite_54.jpg,Magnemite,54,Power Keepers
dataset/Neo Revelation/Neo Revelation_Unown [K]_58.jpg,Unown [K],58,Neo Revelation
dataset/Great Encounters/Great Encounters_Unown [F]_56.jpg,Unown [F],56,Great Encounters
dataset/Emerald/Emerald_Ralts_61.jpg,Ralts,61,Emerald
dataset/Guardians Rising/Guardians Rising_Dhelmise_59.jpg,Dhelmise,59,Guardians Rising
dataset/Black & White/Black & White_Timburr_59.jpg,Timburr,59,Black & White
dataset/HS—Undaunted/HS—Undaunted_Oddish_60.jpg,Oddish,60,HS—Undaunted
dataset/Neo Discovery/Neo Discovery_Hoppip_55.jpg,Hoppip,55,Neo Discovery
dataset/Lost Thunder/Lost Thunder_Suicune_59.jpg,Suicune,59,Lost Thunder
dataset/SM Black Star Promos/SM Black Star Promos_Lucario_SM54.jpg,Lucario,SM54,SM Black Star Promos
dataset/Diamond & Pearl/Diamond & Pearl_Unown [A]_65.jpg,Unown [A],65,Diamond & Pearl
dataset/Neo Revelation/Neo Revelation_Swinub_57.jpg,Swinub,57,Neo Revelation
dataset/Black & White/Black & White_Gurdurr_60.jpg,Gurdurr,60,Black & White
dataset/Guardians Rising/Guardians Rising_Tapu Lele-GX_60a.jpg,Tapu Lele-GX,60a,Guardians Rising
dataset/Jungle/Jungle_Jigglypuff_54.jpg,Jigglypuff,54,Jungle
dataset/Primal Clash/Primal Clash_Eelektrik_64.jpg,Eelektrik,64,Primal Clash
dataset/Aquapolis/Aquapolis_Suicune_37.jpg,Suicune,37,Aquapolis
dataset/Fates Collide/Fates Collide_Wormadam_59.jpg,Wormadam,59,Fates Collide
dataset/Ancient Origins/Ancient Origins_Porygon_64.jpg,Porygon,64,Ancient Origins
dataset/HS—Undaunted/HS—Undaunted_Pineco_62.jpg,Pineco,62,HS—Undaunted
dataset/Gym Challenge/Gym Challenge_Blaine's Rhyhorn_65.jpg,Blaine's Rhyhorn,65,Gym Challenge
dataset/Crimson Invasion/Crimson Invasion_Stufful_55.jpg,Stufful,55,Crimson Invasion
dataset/Vivid Voltage/Vivid Voltage_Eelektross_59.jpg,Eelektross,59,Vivid Voltage
dataset/Base/Base_Squirtle_63.jpg,Squirtle,63,Base
dataset/XY/XY_Lunatone_63.jpg,Lunatone,63,XY
dataset/Dragon Frontiers/Dragon Frontiers_Larvitar_51.jpg,Larvitar,51,Dragon Frontiers
dataset/SM Black Star Promos/SM Black Star Promos_Decidueye_SM55.jpg,Decidueye,SM55,SM Black Star Promos
dataset/Plasma Blast/Plasma Blast_Palkia-EX_66.jpg,Palkia-EX,66,Plasma Blast
dataset/Rising Rivals/Rising Rivals_Carvanha_58.jpg,Carvanha,58,Rising Rivals
dataset/Neo Destiny/Neo Destiny_Exeggcute_64.jpg,Exeggcute,64,Neo Destiny
dataset/Gym Challenge/Gym Challenge_Blaine's Ponyta_64.jpg,Blaine's Ponyta,64,Gym Challenge
dataset/Ultra Prism/Ultra Prism_Dawn Wings Necrozma-GX_63.jpg,Dawn Wings Necrozma-GX,63,Ultra Prism
dataset/Noble Victories/Noble Victories_Lampent_59.jpg,Lampent,59,Noble Victories
dataset/Platinum/Platinum_Silcoon_63.jpg,Silcoon,63,Platinum
dataset/Great Encounters/Great Encounters_Togetic_55.jpg,Togetic,55,Great Encounters
dataset/HS—Undaunted/HS—Undaunted_Pikachu_61.jpg,Pikachu,61,HS—Undaunted
dataset/Base/Base_Staryu_65.jpg,Staryu,65,Base
dataset/Black & White/Black & White_Throh_61.jpg,Throh,61,Black & White
dataset/Dark Explorers/Dark Explorers_Drilbur_55.jpg,Drilbur,55,Dark Explorers
dataset/Arceus/Arceus_Geodude_65.jpg,Geodude,65,Arceus
dataset/XY/XY_Solrock_64.jpg,Solrock,64,XY
dataset/Generations/Generations_Clefable_51.jpg,Clefable,51,Generations
dataset/Platinum/Platinum_Shieldon_62.jpg,Shieldon,62,Platinum
dataset/Dark Explorers/Dark Explorers_Excadrill_56.jpg,Excadrill,56,Dark Explorers
dataset/BW Black Star Promos/BW Black Star Promos_Crobat_BW51.jpg,Crobat,BW51,BW Black Star Promos
dataset/Flashfire/Flashfire_Druddigon_70.jpg,Druddigon,70,Flashfire
dataset/Skyridge/Skyridge_Raikou_28.jpg,Raikou,28,Skyridge
dataset/BREAKpoint/BREAKpoint_Sigilyph_55.jpg,Sigilyph,55,BREAKpoint
dataset/Crystal Guardians/Crystal Guardians_Spearow_61.jpg,Spearow,61,Crystal Guardians
dataset/Emerging Powers/Emerging Powers_Drilbur_54.jpg,Drilbur,54,Emerging Powers
dataset/Sun & Moon/Sun & Moon_Hypno_60.jpg,Hypno,60,Sun & Moon
dataset/BREAKpoint/BREAKpoint_Drapion_54.jpg,Drapion,54,BREAKpoint
dataset/Power Keepers/Power Keepers_Meditite_55.jpg,Meditite,55,Power Keepers
dataset/Forbidden Light/Forbidden Light_Torterra_58.jpg,Torterra,58,Forbidden Light
dataset/Stormfront/Stormfront_Cherubi_56.jpg,Cherubi,56,Stormfront
dataset/HeartGold & SoulSilver/HeartGold & SoulSilver_Koffing_70.jpg,Koffing,70,HeartGold & SoulSilver
dataset/HS—Unleashed/HS—Unleashed_Stantler_64.jpg,Stantler,64,HS—Unleashed
dataset/Base Set 2/Base Set 2_Weepinbell_64.jpg,Weepinbell,64,Base Set 2
dataset/Plasma Storm/Plasma Storm_Gallade_61.jpg,Gallade,61,Plasma Storm
dataset/Stormfront/Stormfront_Bidoof_54.jpg,Bidoof,54,Stormfront
dataset/Boundaries Crossed/Boundaries Crossed_Dusknoir_63.jpg,Dusknoir,63,Boundaries Crossed
dataset/Legend Maker/Legend Maker_Tentacool_66.jpg,Tentacool,66,Legend Maker
dataset/Aquapolis/Aquapolis_Sudowoodo_36.jpg,Sudowoodo,36,Aquapolis
dataset/HeartGold & SoulSilver/HeartGold & SoulSilver_Jynx_69.jpg,Jynx,69,HeartGold & SoulSilver
dataset/Evolutions/Evolutions_Machoke_58.jpg,Machoke,58,Evolutions
dataset/Steam Siege/Steam Siege_Yveltal BREAK_66.jpg,Yveltal BREAK,66,Steam Siege
dataset/Secret Wonders/Secret Wonders_Smeargle_66.jpg,Smeargle,66,Secret Wonders
dataset/Delta Species/Delta Species_Ditto_62.jpg,Ditto,62,Delta Species
dataset/Legend Maker/Legend Maker_Trapinch_67.jpg,Trapinch,67,Legend Maker
dataset/Phantom Forces/Phantom Forces_Malamar-EX_58.jpg,Malamar-EX,58,Phantom Forces
dataset/Ruby & Sapphire/Ruby & Sapphire_Electrike_52.jpg,Electrike,52,Ruby & Sapphire
dataset/Deoxys/Deoxys_Koffing_62.jpg,Koffing,62,Deoxys
dataset/Dragons Exalted/Dragons Exalted_Marowak_61.jpg,Marowak,61,Dragons Exalted
dataset/Hidden Legends/Hidden Legends_Chikorita_55.jpg,Chikorita,55,Hidden Legends
dataset/Legendary Collection/Legendary Collection_Omanyte_57.jpg,Omanyte,57,Legendary Collection
dataset/Flashfire/Flashfire_Dragalge_71.jpg,Dragalge,71,Flashfire
dataset/Mysterious Treasures/Mysterious Treasures_Octillery_57.jpg,Octillery,57,Mysterious Treasures
dataset/Celestial Storm/Celestial Storm_Shuppet_63.jpg,Shuppet,63,Celestial Storm
dataset/Neo Destiny/Neo Destiny_Dratini_63.jpg,Dratini,63,Neo Destiny
dataset/Team Up/Team Up_Starmie_65.jpg,Starmie,65,Team Up
dataset/Neo Genesis/Neo Genesis_Cyndaquil_56.jpg,Cyndaquil,56,Neo Genesis
dataset/Team Rocket Returns/Team Rocket Returns_Koffing_61.jpg,Koffing,61,Team Rocket Returns
dataset/Arceus/Arceus_Gastly_64.jpg,Gastly,64,Arceus
dataset/Plasma Storm/Plasma Storm_Giratina_62.jpg,Giratina,62,Plasma Storm
dataset/Gym Heroes/Gym Heroes_Blaine's Tauros_64.jpg,Blaine's Tauros,64,Gym Heroes
dataset/Sandstorm/Sandstorm_Cacnea_57.jpg,Cacnea,57,Sandstorm
dataset/Majestic Dawn/Majestic Dawn_Croagunk_60.jpg,Croagunk,60,Majestic Dawn
dataset/HS—Unleashed/HS—Unleashed_Spearow_62.jpg,Spearow,62,HS—Unleashed
dataset/Supreme Victors/Supreme Victors_Floatzel_58.jpg,Floatzel,58,Supreme Victors
dataset/Diamond & Pearl/Diamond & Pearl_Staravia_64.jpg,Staravia,64,Diamond & Pearl
dataset/Neo Discovery/Neo Discovery_Dunsparce_54.jpg,Dunsparce,54,Neo Discovery
dataset/Ancient Origins/Ancient Origins_Eevee_63.jpg,Eevee,63,Ancient Origins
dataset/XY/XY_Rhyperior_62.jpg,Rhyperior,62,XY
dataset/Noble Victories/Noble Victories_Litwick_58.jpg,Litwick,58,Noble Victories
dataset/Legendary Collection/Legendary Collection_Nidorino_56.jpg,Nidorino,56,Legendary Collection
dataset/Crystal Guardians/Crystal Guardians_Numel_59.jpg,Numel,59,Crystal Guardians
dataset/Neo Genesis/Neo Genesis_Chinchou_55.jpg,Chinchou,55,Neo Genesis
dataset/XY Black Star Promos/XY Black Star Promos_Swampert-EX_XY55.jpg,Swampert-EX,XY55,XY Black Star Promos
dataset/Expedition Base Set/Expedition Base Set_Mewtwo_56.jpg,Mewtwo,56,Expedition Base Set
dataset/Shining Legends/Shining Legends_Hoopa_55.jpg,Hoopa,55,Shining Legends
dataset/Unbroken Bonds/Unbroken Bonds_Frogadier_52.jpg,Frogadier,52,Unbroken Bonds
dataset/Next Destinies/Next Destinies_Hippowdon_66.jpg,Hippowdon,66,Next Destinies
dataset/Sword & Shield/Sword & Shield_Cramorant_62.jpg,Cramorant,62,Sword & Shield
dataset/Burning Shadows/Burning Shadows_Scolipede_58.jpg,Scolipede,58,Burning Shadows
dataset/Dragon/Dragon_Magnemite_62.jpg,Magnemite,62,Dragon
dataset/Sun & Moon/Sun & Moon_Drowzee_59.jpg,Drowzee,59,Sun & Moon
dataset/Holon Phantoms/Holon Phantoms_Corphish_62.jpg,Corphish,62,Holon Phantoms
dataset/Dragons Exalted/Dragons Exalted_Cubone_60.jpg,Cubone,60,Dragons Exalted
dataset/Platinum/Platinum_Vigoroth_64.jpg,Vigoroth,64,Platinum
